"X","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate","GoodsDateDifference"
6545,4500006545,"2024-07-06",1001,4,1,10004,87,2024-07-29,2024-08-09,"2024-07-27","2024-08-07","2024-07-26","2024-08-06",11
6548,4500006548,"2024-09-17",1001,4,1,10004,86,2024-10-10,2024-10-16,"2024-10-08","2024-10-14","2024-10-07","2024-10-13",6
6549,4500006549,"2023-01-28",1001,4,1,10004,73,2023-02-20,2023-02-17,"2023-02-18","2023-02-18","2023-02-17","2023-02-17",-3
6554,4500006554,"2023-03-15",1001,4,1,10004,77,2023-04-07,2023-04-06,"2023-04-05","2023-04-05","2023-04-04","2023-04-04",-1
6555,4500006555,"2024-09-03",1001,4,1,10004,77,2024-09-26,2024-10-08,"2024-09-24","2024-10-06","2024-09-23","2024-10-05",12
6557,4500006557,"2023-09-29",1001,4,1,10004,75,2023-10-22,2023-10-19,"2023-10-20","2023-10-20","2023-10-19","2023-10-19",-3
6562,4500006562,"2022-09-20",1001,4,1,10004,88,2022-10-13,2022-10-10,"2022-10-11","2022-10-11","2022-10-10","2022-10-10",-3
6566,4500006566,"2023-04-22",1001,4,1,10004,84,2023-05-15,2023-05-10,"2023-05-13","2023-05-13","2023-05-12","2023-05-12",-5
6567,4500006567,"2024-10-26",1001,4,1,10004,56,2024-11-18,2024-11-18,"2024-11-16","2024-11-16","2024-11-15","2024-11-15",0
6568,4500006568,"2022-02-08",1001,4,1,10004,74,2022-03-03,2022-03-03,"2022-03-01","2022-03-01","2022-02-28","2022-02-28",0
6571,4500006571,"2022-07-14",1001,4,1,10004,78,2022-08-06,2022-08-09,"2022-08-04","2022-08-07","2022-08-03","2022-08-03",3
6572,4500006572,"2022-04-29",1001,4,1,10004,79,2022-05-22,2022-05-19,"2022-05-20","2022-05-20","2022-05-19","2022-05-19",-3
6574,4500006574,"2023-09-16",1001,4,1,10004,74,2023-10-09,2023-10-10,"2023-10-07","2023-10-08","2023-10-06","2023-10-07",1
6579,4500006579,"2024-09-28",1001,4,1,10004,81,2024-10-21,2024-10-16,"2024-10-19","2024-10-19","2024-10-18","2024-10-18",-5
6580,4500006580,"2022-10-05",1001,4,1,10004,80,2022-10-28,2022-10-25,"2022-10-26","2022-10-26","2022-10-25","2022-10-25",-3
6582,4500006582,"2024-09-20",1001,4,1,10004,78,2024-10-13,2024-10-14,"2024-10-11","2024-10-12","2024-10-10","2024-10-11",1
6584,4500006584,"2024-12-03",1001,4,1,10004,65,2024-12-26,2024-12-23,"2024-12-24","2024-12-24","2024-12-23","2024-12-23",-3
6587,4500006587,"2022-09-07",1001,4,1,10004,82,2022-09-30,2022-09-28,"2022-09-28","2022-09-28","2022-09-27","2022-09-27",-2
6589,4500006589,"2022-04-10",1001,4,1,10004,81,2022-05-03,2022-05-03,"2022-05-01","2022-05-01","2022-04-30","2022-04-30",0
6591,4500006591,"2022-02-19",1001,4,1,10004,75,2022-03-14,2022-03-10,"2022-03-12","2022-03-12","2022-03-11","2022-03-11",-4
6593,4500006593,"2023-10-12",1001,4,1,10004,70,2023-11-04,2023-11-04,"2023-11-02","2023-11-02","2023-11-01","2023-11-01",0
6594,4500006594,"2022-12-15",1001,4,1,10004,66,2023-01-07,2023-01-04,"2023-01-05","2023-01-05","2023-01-04","2023-01-04",-3
6598,4500006598,"2021-12-31",1001,4,1,10004,80,2022-01-23,2022-01-19,"2022-01-21","2022-01-21","2022-01-20","2022-01-20",-4
6601,4500006601,"2023-02-02",1001,4,1,10004,70,2023-02-25,2023-02-23,"2023-02-23","2023-02-23","2023-02-22","2023-02-22",-2
6604,4500006604,"2021-12-25",1001,4,1,10004,83,2022-01-17,2022-01-17,"2022-01-15","2022-01-15","2022-01-14","2022-01-14",0
6607,4500006607,"2024-02-16",1001,4,1,10004,71,2024-03-10,2024-03-08,"2024-03-08","2024-03-08","2024-03-07","2024-03-07",-2
6611,4500006611,"2024-06-14",1001,4,1,10004,85,2024-07-07,2024-07-10,"2024-07-05","2024-07-08","2024-07-04","2024-07-07",3
6614,4500006614,"2022-12-04",1001,4,1,10004,81,2022-12-27,2022-12-26,"2022-12-25","2022-12-25","2022-12-24","2022-12-24",-1
6616,4500006616,"2023-02-27",1001,4,1,10004,77,2023-03-22,2023-03-20,"2023-03-20","2023-03-20","2023-03-19","2023-03-19",-2
6617,4500006617,"2024-05-29",1001,4,1,10004,79,2024-06-21,2024-06-21,"2024-06-19","2024-06-19","2024-06-18","2024-06-18",0
6618,4500006618,"2022-02-18",1001,4,1,10004,77,2022-03-13,2022-03-11,"2022-03-11","2022-03-11","2022-03-10","2022-03-10",-2
6625,4500006625,"2023-03-08",1001,4,1,10004,81,2023-03-31,2023-03-30,"2023-03-29","2023-03-29","2023-03-28","2023-03-28",-1
6627,4500006627,"2022-07-07",1001,4,1,10004,86,2022-07-30,2022-07-29,"2022-07-28","2022-07-28","2022-07-27","2022-07-27",-1
6631,4500006631,"2022-08-22",1001,4,1,10004,80,2022-09-14,2022-09-12,"2022-09-12","2022-09-12","2022-09-11","2022-09-11",-2
6633,4500006633,"2024-03-12",1001,4,1,10004,78,2024-04-04,2024-04-12,"2024-04-02","2024-04-10","2024-04-01","2024-04-09",8
6640,4500006640,"2022-09-15",1001,4,1,10004,80,2022-10-08,2022-10-08,"2022-10-06","2022-10-06","2022-10-05","2022-10-05",0
6648,4500006648,"2023-02-01",1001,4,1,10004,87,2023-02-24,2023-02-23,"2023-02-22","2023-02-22","2023-02-21","2023-02-21",-1
6649,4500006649,"2023-12-18",1001,4,1,10004,74,2024-01-10,2024-01-05,"2024-01-08","2024-01-08","2024-01-07","2024-01-07",-5
6652,4500006652,"2024-02-29",1001,4,1,10004,81,2024-03-23,2024-03-20,"2024-03-21","2024-03-21","2024-03-20","2024-03-20",-3
6654,4500006654,"2023-06-28",1001,4,1,10004,78,2023-07-21,2023-07-21,"2023-07-19","2023-07-19","2023-07-18","2023-07-18",0
6655,4500006655,"2022-02-13",1001,4,1,10004,77,2022-03-08,2022-03-07,"2022-03-06","2022-03-06","2022-03-05","2022-03-05",-1
6658,4500006658,"2023-09-01",1001,4,1,10004,80,2023-09-24,2023-09-21,"2023-09-22","2023-09-22","2023-09-21","2023-09-21",-3
6660,4500006660,"2022-02-13",1001,4,1,10004,78,2022-03-08,2022-03-14,"2022-03-06","2022-03-12","2022-03-05","2022-03-11",6
6662,4500006662,"2024-04-28",1001,4,1,10004,78,2024-05-21,2024-05-17,"2024-05-19","2024-05-19","2024-05-18","2024-05-18",-4
6664,4500006664,"2022-11-25",1001,4,1,10004,77,2022-12-18,2022-12-16,"2022-12-16","2022-12-16","2022-12-15","2022-12-15",-2
6667,4500006667,"2024-11-27",1001,4,1,10004,71,2024-12-20,2024-12-20,"2024-12-18","2024-12-18","2024-12-17","2024-12-17",0
6671,4500006671,"2022-02-09",1001,4,1,10004,69,2022-03-04,2022-03-02,"2022-03-02","2022-03-02","2022-03-01","2022-03-01",-2
6672,4500006672,"2022-06-04",1001,4,1,10004,79,2022-06-27,2022-06-27,"2022-06-25","2022-06-25","2022-06-24","2022-06-24",0
6676,4500006676,"2022-08-18",1001,4,1,10004,87,2022-09-10,2022-09-09,"2022-09-08","2022-09-08","2022-09-07","2022-09-07",-1
6677,4500006677,"2024-01-21",1001,4,1,10004,79,2024-02-13,2024-02-12,"2024-02-11","2024-02-11","2024-02-10","2024-02-10",-1
6683,4500006683,"2022-11-14",1001,4,1,10004,78,2022-12-07,2022-12-05,"2022-12-05","2022-12-05","2022-12-04","2022-12-04",-2
6685,4500006685,"2024-02-23",1001,4,1,10004,71,2024-03-17,2024-03-13,"2024-03-15","2024-03-15","2024-03-14","2024-03-14",-4
6687,4500006687,"2023-10-09",1001,4,1,10004,66,2023-11-01,2023-10-31,"2023-10-30","2023-10-30","2023-10-29","2023-10-29",-1
6691,4500006691,"2024-01-03",1001,4,1,10004,77,2024-01-26,2024-01-24,"2024-01-24","2024-01-24","2024-01-23","2024-01-23",-2
6693,4500006693,"2022-10-08",1001,4,1,10004,87,2022-10-31,2022-10-31,"2022-10-29","2022-10-29","2022-10-28","2022-10-28",0
6697,4500006697,"2022-06-20",1001,4,1,10004,81,2022-07-13,2022-07-11,"2022-07-11","2022-07-11","2022-07-10","2022-07-10",-2
6700,4500006700,"2023-08-06",1001,4,1,10004,86,2023-08-29,2023-09-01,"2023-08-27","2023-08-30","2023-08-26","2023-08-26",3
6708,4500006708,"2022-09-04",1001,4,1,10004,70,2022-09-27,2022-09-22,"2022-09-25","2022-09-25","2022-09-24","2022-09-24",-5
6713,4500006713,"2023-01-19",1001,4,1,10004,85,2023-02-11,2023-02-10,"2023-02-09","2023-02-09","2023-02-08","2023-02-08",-1
6719,4500006719,"2024-08-04",1001,4,1,10004,76,2024-08-27,2024-08-22,"2024-08-25","2024-08-25","2024-08-24","2024-08-24",-5
6724,4500006724,"2023-05-20",1001,4,1,10004,80,2023-06-12,2023-06-07,"2023-06-10","2023-06-10","2023-06-09","2023-06-09",-5
6729,4500006729,"2024-04-23",1001,4,1,10004,100,2024-05-16,2024-05-22,"2024-05-14","2024-05-20","2024-05-13","2024-05-19",6
6730,4500006730,"2022-11-21",1001,4,1,10004,79,2022-12-14,2022-12-14,"2022-12-12","2022-12-12","2022-12-11","2022-12-11",0
6731,4500006731,"2022-12-12",1001,4,1,10004,71,2023-01-04,2023-01-02,"2023-01-02","2023-01-02","2023-01-01","2023-01-01",-2
6739,4500006739,"2024-03-21",1001,4,1,10004,83,2024-04-13,2024-04-25,"2024-04-11","2024-04-23","2024-04-10","2024-04-22",12
6740,4500006740,"2023-02-20",1001,4,1,10004,96,2023-03-15,2023-03-13,"2023-03-13","2023-03-13","2023-03-12","2023-03-12",-2
6741,4500006741,"2023-03-20",1001,4,1,10004,79,2023-04-12,2023-04-10,"2023-04-10","2023-04-10","2023-04-09","2023-04-09",-2
6745,4500006745,"2024-08-29",1001,4,1,10004,76,2024-09-21,2024-09-19,"2024-09-19","2024-09-19","2024-09-18","2024-09-18",-2
6752,4500006752,"2023-01-07",1001,4,1,10004,64,2023-01-30,2023-01-26,"2023-01-28","2023-01-28","2023-01-27","2023-01-27",-4
6757,4500006757,"2024-01-28",1001,4,1,10004,81,2024-02-20,2024-02-16,"2024-02-18","2024-02-18","2024-02-17","2024-02-17",-4
6761,4500006761,"2023-11-30",1001,4,1,10004,83,2023-12-23,2023-12-22,"2023-12-21","2023-12-21","2023-12-20","2023-12-20",-1
6762,4500006762,"2022-09-25",1001,4,1,10004,79,2022-10-18,2022-10-14,"2022-10-16","2022-10-16","2022-10-15","2022-10-15",-4
6764,4500006764,"2023-03-03",1001,4,1,10004,77,2023-03-26,2023-03-26,"2023-03-24","2023-03-24","2023-03-23","2023-03-23",0
6769,4500006769,"2023-04-30",1001,4,1,10004,76,2023-05-23,2023-05-19,"2023-05-21","2023-05-21","2023-05-20","2023-05-20",-4
6772,4500006772,"2023-12-04",1001,4,1,10004,80,2023-12-27,2024-01-02,"2023-12-25","2023-12-31","2023-12-24","2023-12-30",6
6776,4500006776,"2023-12-28",1001,4,1,10004,85,2024-01-20,2024-01-20,"2024-01-18","2024-01-18","2024-01-17","2024-01-17",0
6777,4500006777,"2022-08-01",1001,4,1,10004,85,2022-08-24,2022-08-24,"2022-08-22","2022-08-22","2022-08-21","2022-08-21",0
6793,4500006793,"2023-01-23",1001,4,1,10004,89,2023-02-15,2023-02-14,"2023-02-13","2023-02-13","2023-02-12","2023-02-12",-1
6797,4500006797,"2022-04-20",1001,4,1,10004,87,2022-05-13,2022-05-13,"2022-05-11","2022-05-11","2022-05-10","2022-05-10",0
6799,4500006799,"2024-04-26",1001,4,1,10004,78,2024-05-19,2024-05-15,"2024-05-17","2024-05-17","2024-05-16","2024-05-16",-4
6801,4500006801,"2024-07-25",1001,4,1,10004,76,2024-08-17,2024-08-21,"2024-08-15","2024-08-19","2024-08-14","2024-08-18",4
6803,4500006803,"2024-02-27",1001,4,1,10004,80,2024-03-21,2024-03-19,"2024-03-19","2024-03-19","2024-03-18","2024-03-18",-2
6806,4500006806,"2022-01-20",1001,4,1,10004,68,2022-02-12,2022-02-22,"2022-02-10","2022-02-20","2022-02-09","2022-02-19",10
6807,4500006807,"2022-01-23",1001,4,1,10004,82,2022-02-15,2022-02-11,"2022-02-13","2022-02-13","2022-02-12","2022-02-12",-4
6808,4500006808,"2024-10-09",1001,4,1,10004,82,2024-11-01,2024-10-30,"2024-10-30","2024-10-30","2024-10-29","2024-10-29",-2
6812,4500006812,"2023-11-17",1001,4,1,10004,77,2023-12-10,2023-12-06,"2023-12-08","2023-12-08","2023-12-07","2023-12-07",-4
6815,4500006815,"2023-02-24",1001,4,1,10004,78,2023-03-19,2023-03-19,"2023-03-17","2023-03-17","2023-03-16","2023-03-16",0
6816,4500006816,"2022-10-19",1001,4,1,10004,89,2022-11-11,2022-11-11,"2022-11-09","2022-11-09","2022-11-08","2022-11-08",0
6818,4500006818,"2023-12-27",1001,4,1,10004,79,2024-01-19,2024-01-18,"2024-01-17","2024-01-17","2024-01-16","2024-01-16",-1
6821,4500006821,"2022-04-14",1001,4,1,10004,72,2022-05-07,2022-05-06,"2022-05-05","2022-05-05","2022-05-04","2022-05-04",-1
6825,4500006825,"2023-12-04",1001,4,1,10004,78,2023-12-27,2023-12-27,"2023-12-25","2023-12-25","2023-12-24","2023-12-24",0
6827,4500006827,"2022-09-10",1001,4,1,10004,72,2022-10-03,2022-09-30,"2022-10-01","2022-10-01","2022-09-30","2022-09-30",-3
6828,4500006828,"2022-11-18",1001,4,1,10004,70,2022-12-11,2022-12-08,"2022-12-09","2022-12-09","2022-12-08","2022-12-08",-3
6843,4500006843,"2024-03-07",1001,4,1,10004,75,2024-03-30,2024-03-30,"2024-03-28","2024-03-28","2024-03-27","2024-03-27",0
6846,4500006846,"2024-01-18",1001,4,1,10004,86,2024-02-10,2024-02-19,"2024-02-08","2024-02-17","2024-02-07","2024-02-16",9
6847,4500006847,"2023-04-18",1001,4,1,10004,77,2023-05-11,2023-05-08,"2023-05-09","2023-05-09","2023-05-08","2023-05-08",-3
6851,4500006851,"2021-12-23",1001,4,1,10004,71,2022-01-15,2022-01-13,"2022-01-13","2022-01-13","2022-01-12","2022-01-12",-2
6854,4500006854,"2023-12-06",1001,4,1,10004,82,2023-12-29,2023-12-26,"2023-12-27","2023-12-27","2023-12-26","2023-12-26",-3
6855,4500006855,"2022-06-08",1001,4,1,10004,74,2022-07-01,2022-06-28,"2022-06-29","2022-06-29","2022-06-28","2022-06-28",-3
6859,4500006859,"2023-11-15",1001,4,1,10004,80,2023-12-08,2023-12-06,"2023-12-06","2023-12-06","2023-12-05","2023-12-05",-2
6861,4500006861,"2023-12-07",1001,4,1,10004,72,2023-12-30,2023-12-28,"2023-12-28","2023-12-28","2023-12-27","2023-12-27",-2
6867,4500006867,"2023-05-28",1001,4,1,10004,83,2023-06-20,2023-06-20,"2023-06-18","2023-06-18","2023-06-17","2023-06-17",0
6869,4500006869,"2023-06-10",1001,4,1,10004,84,2023-07-03,2023-07-03,"2023-07-01","2023-07-01","2023-06-30","2023-06-30",0
6871,4500006871,"2023-09-14",1001,4,1,10004,89,2023-10-07,2023-10-04,"2023-10-05","2023-10-05","2023-10-04","2023-10-04",-3
6874,4500006874,"2024-12-08",1001,4,1,10004,77,2024-12-31,2024-12-30,"2024-12-29","2024-12-29","2024-12-28","2024-12-28",-1
6879,4500006879,"2023-04-09",1001,4,1,10004,71,2023-05-02,2023-04-27,"2023-04-30","2023-04-30","2023-04-29","2023-04-29",-5
6880,4500006880,"2021-12-25",1001,4,1,10004,73,2022-01-17,2022-01-25,"2022-01-15","2022-01-23","2022-01-14","2022-01-22",8
6882,4500006882,"2023-01-16",1001,4,1,10004,86,2023-02-08,2023-02-16,"2023-02-06","2023-02-14","2023-02-05","2023-02-13",8
6886,4500006886,"2024-08-31",1001,4,1,10004,66,2024-09-23,2024-09-18,"2024-09-21","2024-09-21","2024-09-20","2024-09-20",-5
6889,4500006889,"2023-01-10",1001,4,1,10004,82,2023-02-02,2023-02-02,"2023-01-31","2023-01-31","2023-01-30","2023-01-30",0
6892,4500006892,"2022-02-09",1001,4,1,10004,78,2022-03-04,2022-03-10,"2022-03-02","2022-03-08","2022-03-01","2022-03-07",6
6894,4500006894,"2023-08-15",1001,4,1,10004,77,2023-09-07,2023-09-13,"2023-09-05","2023-09-11","2023-09-04","2023-09-10",6
6902,4500006902,"2023-06-18",1001,4,1,10004,78,2023-07-11,2023-07-06,"2023-07-09","2023-07-09","2023-07-08","2023-07-08",-5
6905,4500006905,"2023-10-03",1001,4,1,10004,80,2023-10-26,2023-10-25,"2023-10-24","2023-10-24","2023-10-23","2023-10-23",-1
6906,4500006906,"2023-01-30",1001,4,1,10004,81,2023-02-22,2023-02-22,"2023-02-20","2023-02-20","2023-02-19","2023-02-19",0
6910,4500006910,"2022-05-13",1001,4,1,10004,86,2022-06-05,2022-06-05,"2022-06-03","2022-06-03","2022-06-02","2022-06-02",0
6911,4500006911,"2022-07-31",1001,4,1,10004,71,2022-08-23,2022-08-18,"2022-08-21","2022-08-21","2022-08-20","2022-08-20",-5
6914,4500006914,"2024-02-10",1001,4,1,10004,77,2024-03-04,2024-03-04,"2024-03-02","2024-03-02","2024-03-01","2024-03-01",0
6915,4500006915,"2022-02-17",1001,4,1,10004,77,2022-03-12,2022-03-10,"2022-03-10","2022-03-10","2022-03-09","2022-03-09",-2
6916,4500006916,"2024-06-30",1001,4,1,10004,78,2024-07-23,2024-07-22,"2024-07-21","2024-07-21","2024-07-20","2024-07-20",-1
6923,4500006923,"2022-01-16",1001,4,1,10004,86,2022-02-08,2022-02-03,"2022-02-06","2022-02-06","2022-02-05","2022-02-05",-5
6928,4500006928,"2024-06-17",1001,4,1,10004,78,2024-07-10,2024-07-09,"2024-07-08","2024-07-08","2024-07-07","2024-07-07",-1
6939,4500006939,"2023-07-01",1001,4,1,10004,83,2023-07-24,2023-07-20,"2023-07-22","2023-07-22","2023-07-21","2023-07-21",-4
6942,4500006942,"2022-04-22",1001,4,1,10004,81,2022-05-15,2022-05-15,"2022-05-13","2022-05-13","2022-05-12","2022-05-12",0
6944,4500006944,"2024-11-24",1001,4,1,10004,74,2024-12-17,2024-12-12,"2024-12-15","2024-12-15","2024-12-14","2024-12-14",-5
6949,4500006949,"2022-12-05",1001,4,1,10004,82,2022-12-28,2022-12-23,"2022-12-26","2022-12-26","2022-12-25","2022-12-25",-5
6950,4500006950,"2023-01-31",1001,4,1,10004,71,2023-02-23,2023-02-22,"2023-02-21","2023-02-21","2023-02-20","2023-02-20",-1
6952,4500006952,"2022-01-18",1001,4,1,10004,84,2022-02-10,2022-02-09,"2022-02-08","2022-02-08","2022-02-07","2022-02-07",-1
6955,4500006955,"2022-05-04",1001,4,1,10004,83,2022-05-27,2022-05-25,"2022-05-25","2022-05-25","2022-05-24","2022-05-24",-2
6959,4500006959,"2023-06-01",1001,4,1,10004,72,2023-06-24,2023-06-24,"2023-06-22","2023-06-22","2023-06-21","2023-06-21",0
6960,4500006960,"2024-09-24",1001,4,1,10004,83,2024-10-17,2024-10-17,"2024-10-15","2024-10-15","2024-10-14","2024-10-14",0
6961,4500006961,"2022-01-03",1001,4,1,10004,78,2022-01-26,2022-01-31,"2022-01-24","2022-01-24","2022-01-23","2022-01-23",5
6964,4500006964,"2022-08-09",1001,4,1,10004,78,2022-09-01,2022-08-31,"2022-08-30","2022-08-30","2022-08-29","2022-08-29",-1
6966,4500006966,"2024-09-26",1001,4,1,10004,81,2024-10-19,2024-10-31,"2024-10-17","2024-10-29","2024-10-16","2024-10-16",12
6969,4500006969,"2022-03-14",1001,4,1,10004,78,2022-04-06,2022-04-04,"2022-04-04","2022-04-04","2022-04-03","2022-04-03",-2
6970,4500006970,"2022-03-23",1001,4,1,10004,86,2022-04-15,2022-04-14,"2022-04-13","2022-04-13","2022-04-12","2022-04-12",-1
6974,4500006974,"2024-09-30",1001,4,1,10004,72,2024-10-23,2024-10-23,"2024-10-21","2024-10-21","2024-10-20","2024-10-20",0
6975,4500006975,"2024-10-05",1001,4,1,10004,82,2024-10-28,2024-10-25,"2024-10-26","2024-10-26","2024-10-25","2024-10-25",-3
6985,4500006985,"2022-08-21",1001,4,1,10004,77,2022-09-13,2022-09-09,"2022-09-11","2022-09-11","2022-09-10","2022-09-10",-4
6987,4500006987,"2024-08-29",1001,4,1,10004,83,2024-09-21,2024-09-21,"2024-09-19","2024-09-19","2024-09-18","2024-09-18",0
6988,4500006988,"2023-12-11",1001,4,1,10004,72,2024-01-03,2024-01-03,"2024-01-01","2024-01-01","2023-12-31","2023-12-31",0
6995,4500006995,"2024-05-12",1001,4,1,10004,72,2024-06-04,2024-05-31,"2024-06-02","2024-06-02","2024-06-01","2024-06-01",-4
6998,4500006998,"2022-01-14",1001,4,1,10004,74,2022-02-06,2022-02-06,"2022-02-04","2022-02-04","2022-02-03","2022-02-03",0
6999,4500006999,"2023-07-26",1001,4,1,10004,65,2023-08-18,2023-08-24,"2023-08-16","2023-08-16","2023-08-15","2023-08-15",6
7000,4500007000,"2022-12-12",1001,4,1,10004,77,2023-01-04,2022-12-30,"2023-01-02","2023-01-02","2023-01-01","2023-01-01",-5
7003,4500007003,"2022-04-19",1001,4,1,10004,76,2022-05-12,2022-05-11,"2022-05-10","2022-05-10","2022-05-09","2022-05-09",-1
7004,4500007004,"2024-11-18",1001,4,1,10004,88,2024-12-11,2024-12-10,"2024-12-09","2024-12-09","2024-12-08","2024-12-08",-1
7006,4500007006,"2022-02-02",1001,4,1,10004,75,2022-02-25,2022-02-22,"2022-02-23","2022-02-23","2022-02-22","2022-02-22",-3
7007,4500007007,"2023-03-01",1001,4,1,10004,78,2023-03-24,2023-03-24,"2023-03-22","2023-03-22","2023-03-21","2023-03-21",0
7009,4500007009,"2022-01-12",1001,4,1,10004,73,2022-02-04,2022-02-01,"2022-02-02","2022-02-02","2022-02-01","2022-02-01",-3
7010,4500007010,"2022-09-08",1001,4,1,10004,71,2022-10-01,2022-10-01,"2022-09-29","2022-09-29","2022-09-28","2022-09-28",0
7017,4500007017,"2022-06-15",1001,4,1,10004,84,2022-07-08,2022-07-05,"2022-07-06","2022-07-06","2022-07-05","2022-07-05",-3
7019,4500007019,"2024-08-28",1001,4,1,10004,84,2024-09-20,2024-09-23,"2024-09-18","2024-09-21","2024-09-17","2024-09-20",3
7021,4500007021,"2023-12-18",1001,4,1,10004,73,2024-01-10,2024-01-10,"2024-01-08","2024-01-08","2024-01-07","2024-01-07",0
7022,4500007022,"2022-12-07",1001,4,1,10004,69,2022-12-30,2022-12-30,"2022-12-28","2022-12-28","2022-12-27","2022-12-27",0
7024,4500007024,"2024-03-24",1001,4,1,10004,83,2024-04-16,2024-04-17,"2024-04-14","2024-04-15","2024-04-13","2024-04-14",1
7025,4500007025,"2023-11-19",1001,4,1,10004,68,2023-12-12,2023-12-07,"2023-12-10","2023-12-10","2023-12-09","2023-12-09",-5
7026,4500007026,"2022-10-19",1001,4,1,10004,75,2022-11-11,2022-11-11,"2022-11-09","2022-11-09","2022-11-08","2022-11-08",0
7029,4500007029,"2023-12-23",1001,4,1,10004,74,2024-01-15,2024-01-11,"2024-01-13","2024-01-13","2024-01-12","2024-01-12",-4
7048,4500007048,"2023-08-01",1001,4,1,10004,88,2023-08-24,2023-08-24,"2023-08-22","2023-08-22","2023-08-21","2023-08-21",0
7050,4500007050,"2023-02-05",1001,4,1,10004,76,2023-02-28,2023-02-27,"2023-02-26","2023-02-26","2023-02-25","2023-02-25",-1
7062,4500007062,"2023-02-06",1001,4,1,10004,82,2023-03-01,2023-02-28,"2023-02-27","2023-02-27","2023-02-26","2023-02-26",-1
7064,4500007064,"2024-06-21",1001,4,1,10004,82,2024-07-14,2024-07-14,"2024-07-12","2024-07-12","2024-07-11","2024-07-11",0
7066,4500007066,"2023-12-19",1001,4,1,10004,82,2024-01-11,2024-01-11,"2024-01-09","2024-01-09","2024-01-08","2024-01-08",0
7068,4500007068,"2022-11-19",1001,4,1,10004,87,2022-12-12,2022-12-07,"2022-12-10","2022-12-10","2022-12-09","2022-12-09",-5
7070,4500007070,"2024-10-20",1001,4,1,10004,81,2024-11-12,2024-11-08,"2024-11-10","2024-11-10","2024-11-09","2024-11-09",-4
7072,4500007072,"2022-08-24",1001,4,1,10004,72,2022-09-16,2022-09-19,"2022-09-14","2022-09-17","2022-09-13","2022-09-16",3
7077,4500007077,"2024-05-21",1001,4,1,10004,76,2024-06-13,2024-06-12,"2024-06-11","2024-06-11","2024-06-10","2024-06-10",-1
7080,4500007080,"2022-06-06",1001,4,1,10004,69,2022-06-29,2022-06-27,"2022-06-27","2022-06-27","2022-06-26","2022-06-26",-2
7081,4500007081,"2024-09-28",1001,4,1,10004,84,2024-10-21,2024-10-17,"2024-10-19","2024-10-19","2024-10-18","2024-10-18",-4
7093,4500007093,"2024-08-05",1001,4,1,10004,78,2024-08-28,2024-08-27,"2024-08-26","2024-08-26","2024-08-25","2024-08-25",-1
7095,4500007095,"2022-01-26",1001,4,1,10004,84,2022-02-18,2022-02-17,"2022-02-16","2022-02-16","2022-02-15","2022-02-15",-1
7100,4500007100,"2023-02-14",1001,4,1,10004,85,2023-03-09,2023-03-07,"2023-03-07","2023-03-07","2023-03-06","2023-03-06",-2
7103,4500007103,"2022-12-30",1001,4,1,10004,73,2023-01-22,2023-01-20,"2023-01-20","2023-01-20","2023-01-19","2023-01-19",-2
